requested_density,run,initial_population,initial_susceptible,final_susceptible,final_recovered,final_healthy_density,mortality_fraction,infection_episodes,infection_episodes_per_initial_population,peak_infectious,peak_prevalence,duration_generations,time_to_peak,wave_count,resurgence_count
43.0,2,112443.0,112431.0,106528.0,1.0,0.4063758850097656,0.0525955372944514,317689.0,2.825333724642708,5391.0,0.047944291774499,4079.0,878.0,1,0
43.0,3,112557.0,112545.0,106220.0,1.0,0.4052009582519531,0.0562914789839814,338741.0,3.00950629458852,6616.0,0.0587791074744351,3689.0,1224.0,2,1
43.0,4,113076.0,113064.0,106684.0,1.0,0.4069709777832031,0.0565195090027945,346482.0,3.064151544094237,6639.0,0.0587127241855035,3347.0,747.0,1,0
43.0,5,112777.0,112765.0,106576.0,7.0,0.4065818786621094,0.0549225462638658,331942.0,2.9433483777720637,5624.0,0.0498683242150438,5090.0,845.0,2,1
43.0,6,112913.0,112901.0,106763.0,10.0,0.4073066711425781,0.0543781495487676,332996.0,2.949137831781992,8323.0,0.0737116186798685,3784.0,796.0,1,0
43.0,7,112623.0,112611.0,106645.0,1.0,0.4068222045898437,0.053070864743436,322827.0,2.866439359633467,5666.0,0.0503094394573044,3955.0,636.0,1,0
43.0,8,112995.0,112983.0,107128.0,0.0,0.408660888671875,0.0519226514447541,322691.0,2.8557989291561574,6129.0,0.0542413381123058,3124.0,689.0,1,0
43.0,9,112819.0,112807.0,106394.0,3.0,0.4058723449707031,0.0569230360134374,345554.0,3.062906070785949,6058.0,0.0536966291138903,3595.0,688.0,1,0
43.0,10,112919.0,112907.0,107037.0,7.0,0.4083404541015625,0.0520284451686607,319350.0,2.8281334407849874,5919.0,0.0524181050133281,2953.0,760.0,1,0
43.0,11,112975.0,112963.0,106569.0,3.0,0.4065399169921875,0.0566762558088072,343387.0,3.0394954635981413,6991.0,0.0618809471121929,3231.0,625.0,1,0
