requested_density,run,initial_fuel,final_fuel,burned_fuel,burn_fraction,duration_generations,peak_active_fire,peak_active_fraction,time_to_peak,max_burn_rate,dynamic_frames,initial_grass,burned_grass_fraction,initial_bush,burned_bush_fraction,initial_tree,burned_tree_fraction
50.0,19,131282.0,131245.0,37.0,0.0002818360475922061,12.0,20.0,0.0001523438095093006,2.0,5.332033332825521e-05,13,43614.0,0.0006190672719768881,43853.0,0.00015962419902857273,43815.0,6.846970215679562e-05
50.0,20,131030.0,131010.0,20.0,0.00015263680073265663,4.0,23.0,0.00017553232084255513,2.0,5.3422880256429824e-05,5,43634.0,0.0002750148966402347,43752.0,0.0001599926860486378,43644.0,2.291265695170012e-05
50.0,21,131506.0,131484.0,22.0,0.00016729274709899168,4.0,26.0,0.00019770961020789925,2.0,6.843794199504205e-05,5,44114.0,0.00024935394659291837,43529.0,0.00011486595143467573,43863.0,0.00013678954927843514
50.0,22,131075.0,131062.0,13.0,9.917985885943162e-05,4.0,18.0,0.00013732595842075147,2.0,3.814609956131986e-05,5,43645.0,0.00018329705579104135,43498.0,6.896868821555014e-05,43932.0,4.552490212146044e-05
50.0,23,130857.0,130844.0,13.0,9.934508662127361e-05,5.0,19.0,0.00014519666506186143,1.0,5.349350818068579e-05,6,43409.0,0.00020733027713147042,43682.0,9.15708987683714e-05,43766.0,0.0
50.0,24,131399.0,131384.0,15.0,0.00011415611990958836,4.0,22.0,0.00016742897586739626,2.0,6.0883263951780456e-05,5,43911.0,0.0002277333697706725,43666.0,6.870333898227454e-05,43822.0,4.5639176669252884e-05
50.0,25,130954.0,130945.0,9.0,6.872642301876995e-05,3.0,17.0,0.00012981657681323213,1.0,3.818134612153886e-05,4,43808.0,9.130752373995617e-05,43530.0,6.891798759476223e-05,43616.0,4.5854732208363906e-05
50.0,26,130933.0,130921.0,12.0,9.164992782568183e-05,3.0,21.0,0.00016038737369494322,2.0,4.582496391284092e-05,4,43813.0,0.00011412137949923538,43360.0,0.00011531365313653136,43760.0,4.570383912248629e-05
50.0,27,131313.0,131302.0,11.0,8.37693145385453e-05,4.0,18.0,0.00013707706015398324,1.0,4.5692353384661075e-05,5,43621.0,0.00013754842850920428,43768.0,9.139097057210747e-05,43924.0,2.2766596849102996e-05
50.0,28,130898.0,130894.0,4.0,3.055814450946538e-05,2.0,15.0,0.0001145930419104952,1.0,2.291860838209904e-05,3,43692.0,4.577497024626934e-05,43440.0,2.302025782688766e-05,43766.0,2.2848786729424668e-05
